Date,EIK,EIM,GRND,HAGA,ICEAIR,MARL,N1,NYHR,OSSRu,REGINN,REITIR,SIMINN,SJOVA,TM,VIS,VOICE,OMXIPI
30/11/2016,10.48,332,26.3,52.2,23.95,239.5,96.1,20.05,390,25.7,91.6,3.105,15,27.55,8.98,46.1,1228.61
01/12/2016,10.45,330.5,27.4,52.9,23.85,240,98.1,20.05,385,25.7,91.8,3.09,14.75,28,8.97,46.05,1229.44
02/12/2016,10.39,329,27.7,52.2,23.5,235,98,19.95,385,25.25,90.1,3.09,14.77,27.85,8.93,46.05,1218.57
05/12/2016,10.35,331,27.5,51.7,23.3,235,98,19.95,385,24.95,90.9,3.08,14.85,27.85,8.93,45.6,1216.39
06/12/2016,10.47,334,27.9,51.9,23.65,236,98.8,20.25,385,25.1,91.2,3.06,14.73,27.85,8.93,47.2,1223.34
07/12/2016,10.47,337.5,27.9,52.6,23.5,234.5,100.5,20.4,385,25.35,91.7,3.08,14.95,27.75,9.03,48.35,1226.06
08/12/2016,10.52,337.5,27.7,53.2,23.65,235,101,20.4,360,25.55,91.9,3.16,14.9,27.75,9.1,49.1,1216
09/12/2016,10.52,334,27.55,53.35,23.75,234.5,100.5,20.4,360,25.4,92,3.15,14.9,28,9.1,49.1,1214.84
12/12/2016,10.47,334,27.5,53.6,23.2,236,100.5,20.35,350,25.5,91.7,3.14,14.915,28,9.1,48.5,1206.54
13/12/2016,10.47,326,27.3,53.1,23.2,236,99.2,20.2,350,25.5,91.2,3.14,14.95,27.75,9.065,48.8,1201.51
14/12/2016,10.52,329.5,27.3,54.45,23.5,234,100,20.45,360,25.9,92.1,3.16,15.15,28.3,9.06,49.45,1213.97
15/12/2016,10.595,329.5,26.65,54.1,22.95,234.5,133.5,20,365,25.75,92.1,3.12,15.1,28.05,9.06,49.3,1210.04
16/12/2016,10.66,329.5,26.65,54.8,23.1,239,132,20.45,370,25.75,91.8,3.13,15.1,28,9.06,49.35,1218.93
19/12/2016,10.67,325,26.6,54.5,23.25,237,129.5,20,370,25.85,93.1,3.14,15.15,28,9.12,49.2,1217.15
20/12/2016,10.71,325,26.25,54.5,23.3,240,128,19.9,330,25.8,93.1,3.17,15.15,27.95,9.06,48.85,1196.36
21/12/2016,10.74,324,26.35,54.3,23.85,243,128,19.9,375,25.85,93.8,3.19,15.1,28.1,9.16,48.85,1229.42
22/12/2016,10.83,327,26,54.3,23.85,245,130,20.35,375,26.1,94.7,3.15,15.2,28.1,9.11,50.95,1234.45
23/12/2016,10.83,327,26,54.6,23.9,246,129.5,20.35,375,26.2,93.9,3.16,15.2,28.1,9.15,50.7,1235.51
27/12/2016,10.72,327,26,54.4,23.55,246,129.5,20.35,375,26.1,93.7,3.16,15.1,28.05,9.05,51,1231.61
28/12/2016,10.73,323.5,26.225,54.2,23.05,243,129,20.4,380,26.2,94.5,3.15,15.1,27.7,9.08,51,1228.25
29/12/2016,10.68,322.5,26.3,54.1,23.1,243.5,128.5,20.4,380,26.2,94,3.14,15,28.05,9.08,51,1227.84
30/12/2016,10.7,322.5,26,54,23.1,243,129,20.4,390,26.2,93.5,3.13,15,28.05,9.08,51,1232.09
02/01/2017,10.79,325,26.05,54.35,23.525,250.5,132,20.55,390,26.3,94.9,3.16,15.4,28.2,9.19,51.4,1248.14
03/01/2017,10.79,319,26.35,54.45,23.25,252,132,20.55,390,26.2,94.9,3.16,15.3,28.35,9.18,51.4,1246.64
04/01/2017,10.87,319.5,26.35,54,23,254,131.6,20.8,390,26.65,95,3.15,15.5,28.15,9.1,51.4,1247.47
05/01/2017,10.79,318.5,26.35,52.9,22.65,256.5,132,21.2,390,26.85,95.1,3.16,15.5,28,9.2,51.8,1248.77
06/01/2017,10.76,310,27.25,51.4,22.35,254,129.5,21.15,390,26.7,94.2,3.13,15.45,28,9.2,51.5,1244.58
09/01/2017,10.76,311.5,28.3,51.2,22,253.5,126.5,21.3,390,26.55,94.2,3.13,15.4,28,9.13,51,1242.91
10/01/2017,10.6,312,29.3,51.4,22.1,253,126.5,21.4,390,26.35,93.2,3.12,15.45,27.75,9.12,51,1243.74
11/01/2017,10.5,316,29.1,51.3,22.25,255.75,126.25,21.7,390,26,91.95,3.09,15.3,27.5,9.09,50.3,1244.12
12/01/2017,10.43,313,28.8,50.9,21.85,255,125.5,21.85,390,25.9,91.5,3.04,15.25,27.4,9.05,50.1,1236.61
13/01/2017,10.45,313,28.8,51.2,22,260,125.5,21.95,390,25.95,91.2,3.05,15.2,27.4,9.1,50.25,1242.58
16/01/2017,10.5,311,28.8,51,22,262.5,125.5,22.1,390,25.95,91.3,3.04,15.6,27.8,9.05,50.25,1245.28
17/01/2017,10.35,304.5,29.1,50.2,21.55,261,124.5,22.7,390,25.475,91,3.05,15.6,27.45,9.04,49.8,1236.54
18/01/2017,10.15,298,28.8,49.5,21.3,255.5,123,22.7,385,25.25,90.1,3.04,15.55,27.1,9.13,49.75,1220.31
19/01/2017,10.425,307,28.8,50.3,21.85,259.5,125.5,22.65,390,25.85,91.3,3.1,15.95,27.6,9.11,50.7,1241.29
20/01/2017,10.6,310,29,51.2,22.65,261.5,125.5,22.8,390,25.925,91.3,3.13,16.45,28.1,9.18,51.1,1254.24
23/01/2017,10.6,304,29,50.8,22.7,263.5,124.5,22.9,390,25.95,91.8,3.08,16.5,27.9,9.155,51.6,1254.04
24/01/2017,10.5,305,28.05,50.5,23.275,269.5,123.5,22.7,390,26,90.8,3.05,16.4,27.7,9.2,51.65,1258.69
25/01/2017,10.59,307.5,28.4,50.65,23.4,274,123.5,22.7,390,25.85,91,3.06,16.35,27.85,9.29,51.3,1266.14
26/01/2017,10.63,313,28.4,51,22.9,272,125,22.7,390,25.95,90.7,3.13,16.55,28.2,9.26,53.7,1266.01
27/01/2017,10.73,316.5,28.1,50.9,22.8,273,124.5,23.75,390,26.15,91.8,3.13,16.7,28.85,9.31,53.9,1269.71
30/01/2017,10.73,316.5,28,50.8,22.025,270,123.5,23.6,390,25.975,91,3.115,16.6,28.75,9.27,53.4,1259.31
31/01/2017,10.7,316.5,28,51.2,22.1,267.5,125,23.75,390,26,91,3.11,16.6,28.8,9.27,53.1,1258.22
01/02/2017,10.53,307.5,27.4,50.2,16.8,264,123.5,25.3,395,25.75,89.4,3.07,16.15,28.05,9.05,52.1,1212.87
02/02/2017,10.67,312,27.2,51.9,16.2,271,125.5,28.6,395,26.15,90.8,3.15,16.35,28.45,9.215,53.3,1226.62
03/02/2017,10.7,314.25,27.4,52.4,15.95,269.5,127.5,28.45,395,26.1,92,3.15,16.55,28.95,9.17,53.6,1227.8
06/02/2017,10.69,314.25,27.4,52.65,15.65,271,127.5,27.35,395,26.35,92.3,3.13,16.4,28.9,9.235,53.95,1227.36
07/02/2017,10.72,310.5,26.2,52.2,15,277.5,129.5,27.35,395,26.05,91.9,3.14,16.4,29,9.14,53.4,1224.47
08/02/2017,10.72,305.5,25.75,52.2,14.85,277.5,129.5,27,380,26.4,91.9,3.13,16.55,29.3,9.07,53.3,1213.05
09/02/2017,10.86,312.5,27.35,51.7,15.5,298,134,28,380,26.65,93.3,3.16,16.8,29.6,9.2,54,1247.41
10/02/2017,10.99,317.5,29,52,16.1,307,136.5,28,395,27,93.9,3.27,17,29.75,9.4,55,1278.93
13/02/2017,11.2,323,30.3,52.4,16.025,307,142,28.45,395,27.35,94.3,3.4,17.6,30.45,9.75,57,1292.73
14/02/2017,11.38,326,31.55,52,15.7,304,145,28.45,395,27.35,94.7,3.46,17.65,30.5,10.08,56.5,1295.33
15/02/2017,11.28,324.5,32.05,50.45,15.9,305.5,145,27.9,374,27.65,95.3,3.44,17.9,30.5,9.82,54.8,1283.67
16/02/2017,11.27,324,32.3,50.1,16.4,304.5,144.5,27.9,380,27.4,95.5,3.39,17.675,30.65,9.88,52.7,1287.13
17/02/2017,11.15,325,32.7,49.5,16.8,305,139,27.9,380,27.2,94.6,3.45,17.9,31,9.85,52.8,1288.11
20/02/2017,11.13,329,33.5,48.35,16.8,324.5,139.5,29.7,395,27.2,94.75,3.5,18,31,9.75,51.7,1317.92
21/02/2017,11.25,323,33.4,48.35,16.45,324,139,29.8,395,27.25,94.7,3.44,18,31.7,9.68,51.5,1313.1
22/02/2017,11.15,321.5,32.2,48.8,16.3,327.5,137,30.9,395,27.35,93.4,3.44,17.9,31.7,9.68,51.1,1310.88
23/02/2017,10.99,320,31,48.2,15.75,327,129,30.6,395,27,92,3.45,17.9,31.8,9.68,51.1,1296.94
24/02/2017,10.88,317,30.75,47.6,15.5,321.5,131.5,30.6,385,26.85,90.7,3.44,17.55,31.15,9.46,51.1,1278.55
27/02/2017,10.96,314.5,30.3,47.75,15.05,315.5,131,30,370,26.75,90.7,3.43,17.65,31.45,9.46,51.1,1259.57
28/02/2017,11.2,315.5,30.3,48.526,14.9,317,133,30.4,390,27.45,93,3.5,18,31.65,9.54,52.6,1281.48
01/03/2017,11.19,315,30.3,49.05,14.94,313.5,131.5,30,385,27.6,93.3,3.58,18.1,31.65,9.54,52.9,1277.43
02/03/2017,11.19,314.5,30.9,49,15,314.5,132,30.2,385,27.5,94,3.62,18.45,32,9.61,53.2,1282.66
03/03/2017,11.2,314.5,31.05,49,15.25,314,131,30.7,385,27.5,93.3,3.72,18.45,31.7,9.6,54,1284.77
06/03/2017,11.3,311.5,30.6,48.4,14.8,313,115.5,26.2,385,27.6,93.2,3.77,18.4,32.1,9.79,54,1272.35
07/03/2017,11.335,309.75,31.1,47.9,14.41,317.5,122,28.8,385,27.9,93.8,3.78,18.5,32.825,10.285,53.7,1281.51
08/03/2017,11.31,307.5,31.5,47,14.085,318,117.5,29.5,385,27.9,93.6,3.68,18.3,32.7,10.18,53.7,1275.45
09/03/2017,11.31,312,31.5,46.95,13.94,318.5,118,29.5,400,27.9,93.9,3.67,18.2,32.7,10.27,54.25,1285.33
10/03/2017,11.2,311.5,31.5,46.4,13.75,315,115,29.2,400,27.55,93.2,3.65,17.75,32.1,10.07,53.6,1273.96
13/03/2017,11.3,315.5,32.25,46.7,14.14,315,114,29.95,400,27.75,93.9,3.65,18.15,32.4,10.21,53.95,1283.26
14/03/2017,11.57,320,32.65,48.4,14.29,317.75,116,29.75,400,28.25,95.2,3.67,18.75,33.3,10.45,56.9,1300.07
15/03/2017,11.82,320.75,32.9,48.8,14.25,322,120,30.15,400,28.9,95.6,3.75,19.15,33.4,10.7,58.3,1312.92
16/03/2017,11.7,317.5,32.45,48.3,14,322.5,119.75,29.6,400,28.7,94.6,3.76,19.15,33.65,10.7,59.1,1307.35
17/03/2017,12.18,321.5,33.55,49,14.3,324,122.5,29,400,29.55,97.6,3.91,19.3,32.45,10.9,59.85,1325.46
20/03/2017,12.18,318.5,33.55,49.4,14.2,322,122,29.9,400,29.45,98.5,3.92,17.85,32.5,10.95,59.8,1321.41
21/03/2017,12.2,323.25,33.55,47.9,14.17,322,121,29.95,362,29.15,97.9,3.93,18.45,33.1,11.18,59.65,1298.99
22/03/2017,11.98,319,33.95,47.1,14.2,323,117,29.8,362,28.3,97.5,3.85,18.1,32.65,11.05,59.2,1291.39
23/03/2017,12.05,321.5,33.95,46.6,14.6,326.5,118,29.8,362,28.225,97.3,3.85,18.1,33.25,10.98,59.2,1297.92
24/03/2017,11.83,315,33.95,45.5,14.58,328,116,29.6,362,27.95,96.6,3.855,17.75,33.15,10.91,58.7,1291.47
27/03/2017,11.99,315.5,32.25,45.95,14.4,328,116,29.6,400,27.8,97.9,3.855,17.85,33.3,10.93,59.65,1311.16
28/03/2017,11.99,314.5,32.05,46.6,14.43,326,115,29.85,396,27.9,97.6,3.85,17.75,33.6,10.765,60,1306.9
29/03/2017,11.84,314.5,32.2,46.55,14.4,325,115,30,396,27.975,97.2,3.84,17.7,33.2,10.56,60.2,1304.08
30/03/2017,11.51,314,31.55,46.1,14.15,325,113.5,29.5,396,27.65,95.8,3.8,17.55,33.1,10.47,59.7,1294.3
31/03/2017,11.5,314,31.95,45.95,13.91,323,113,29.5,395,27.6,96.5,3.8,17.55,33.15,10.47,59.7,1291.38
03/04/2017,11.545,316,31.5,46.225,13.85,325,114.5,29.6,405,27.3,97.4,3.82,17.575,33,10.47,59.7,1299.73
04/04/2017,11.72,317.5,31.55,47.6,13.85,327.5,117,29.3,396,27.7,98.6,3.85,18,33.55,10.65,60,1305.51
05/04/2017,12.01,318.5,31.25,49,13.89,330,118,29.3,405,27.8,100,3.85,17.95,33.05,10.7,60.5,1318.07
06/04/2017,11.95,318.5,31.25,49.2,13.35,329.5,117,29.1,400,27.95,100,3.8,17.95,33.35,10.58,60.8,1310.28
07/04/2017,11.85,317,31.25,48.6,13.54,327.5,117,28.85,409,27.8,99.5,3.85,17.95,33.2,10.58,60.95,1312.64
10/04/2017,11.85,317,31.25,48.65,13.45,329,118.5,29.4,409,28,99.3,3.84,18.15,33.2,10.55,60.95,1315.03
11/04/2017,12,317,31.3,48.1,13.13,327,118.5,29.4,409,28,100,3.86,18.5,33.45,10.55,61.4,1313.02
12/04/2017,11.92,320,31.65,48.6,13.24,329.5,117,28.9,410,27.8,100,3.87,18.35,33.45,10.6,60.8,1317.45
18/04/2017,11.98,320,31.65,48.55,13.2,330,116,27.9,425,28.1,100.5,3.85,18.3,33.35,10.6,61.3,1326.29
19/04/2017,12.02,321.5,31.65,48.6,13.24,330,116,28.45,425,28,100.5,3.88,18.3,33.35,10.43,60.9,1327.19
21/04/2017,12.09,319,31.6,48.925,13.2,333,120.5,28.15,410,28.35,101,3.88,18.3,33.1,10.45,60.9,1324.1
24/04/2017,12.15,323,32,49.125,13.55,337,119.5,28.55,402,28.5,102.5,3.95,19,33.35,10.55,61.6,1333.08
25/04/2017,12.2,322.5,31.6,49.05,13.49,338.25,118.5,28.9,402,28.5,102.5,3.925,18.85,33.3,10.65,61.6,1332.11
26/04/2017,12.32,322.5,31.7,49.05,13.35,345.5,118,28.9,401,28.875,102.5,3.93,18.9,33.2,10.64,61.2,1338.83
27/04/2017,12.36,322.5,31.7,51.9,13.19,346,112.5,29,410,28.45,102.5,4.12,18.975,33.25,10.8,61.1,1348.25
28/04/2017,12.35,325,31.8,53.9,14.26,345,116,29.2,416.5,28.5,102.5,4.2,19,33.275,10.85,61.5,1364.5
02/05/2017,12.35,324,31.75,54.9,14.3,344,117.5,29.1,400,28.35,102.5,4.18,18.95,33.1,10.92,61,1355.14
03/05/2017,12.43,326.5,31.5,54.9,14.26,346,117.5,29.3,405,28.8,102.5,4.185,18.95,33.175,11.08,62.45,1362.19
04/05/2017,12.5,325.5,31.5,54.55,14.7,363,116.5,29.5,405,29.175,104,4.18,18.95,33.45,11.2,62.3,1383.5
05/05/2017,12.5,323.5,31.5,54.7,15.6,364,116.75,30,405,29.6,104.5,4.2,19,33.55,11.26,62.9,1392.45
08/05/2017,12.52,324,31.15,54.9,16,366.5,116.75,30.5,400,29.8,107.5,4.25,19.1,33.325,11.34,62.9,1399.2
09/05/2017,12.63,327,31.15,55,16.125,368,114.5,30.1,400,30,109,4.3,19,33.1,11.45,62.65,1403.7
10/05/2017,12.54,322,31.3,55.4,16.15,360,116,31,400,29.75,109,4.24,19.15,33.4,11.6,62.45,1396.75
11/05/2017,12.48,326.5,31.3,55,16.15,357.5,116,30.8,410,29.4,106.5,4.2,19,34.25,11.2,62.7,1395.84
12/05/2017,12.48,332,31.3,55.6,15.85,360,116,31.8,409,29.5,107,4.17,18.925,34.25,11.095,62.5,1398.34
15/05/2017,12.6,335.75,31.325,55.85,15.35,360,117.5,31.8,410,29.75,107.25,4.2,18.9,34.25,11.16,62.5,1399.51
16/05/2017,12.45,335,31.1,53.65,15.2,355,118,31.8,410,29.35,105.5,4.17,18.5,33.4,11,62.5,1384.05
17/05/2017,12.7,338.5,31.35,55,15.3,363.5,119.75,31.4,410,30.1,109,4.2,18.95,33.6,11.3,62.75,1405.58
18/05/2017,12.6,332.5,31.1,54.6,14.99,356,115.5,31.5,410,29.9,107.5,4.18,18.9,33.3,11.265,61.8,1388.53
19/05/2017,12.81,332,30.7,54,14.25,352,112.5,32.9,405,29.95,109,4.2,19,33.3,11.33,61.6,1378.48
22/05/2017,12.81,331.75,30.25,52.9,13.65,350,109.5,33,405,29.95,106.5,4.17,19,33.5,11.3,60.5,1364.51
23/05/2017,12.75,337,30.45,55.2,13.7,352.5,114,33.2,406,30,107,4.18,19.1,33.5,11.29,60.5,1375.96
24/05/2017,12.68,332.5,30.1,55.2,13.7,350,114,32.4,410,29.5,106.5,4.18,18.95,33.05,11.24,61.1,1370.79
26/05/2017,12.6,327.5,29.8,54,13.75,351,111.5,32.4,410,29.25,105.5,4.22,18.9,32.7,11.24,61,1365.31
29/05/2017,12.56,323,29.5,52.7,13.42,349.5,110,32.5,410,29.7,105.5,4.18,19.05,32.85,11.2,61.4,1357.72
30/05/2017,12.43,319,28.75,52.7,13.45,346,111.25,32,406.5,29.3,104,4.17,18.9,32,11.2,60.7,1345.59
31/05/2017,12.25,316,29.1,52.7,13.41,345,111,32,435,28.825,103.5,4.21,18.65,32.1,11.09,60.7,1358.21
